タイトル,住所,dslurl,Webサイト,電話番号,営業時間,rental,longitude,latitude,pref,primary_station,distance_to_primary_station_m,candidate_stations,station_count,ward,primary_area,candidate_areas,article_tags,is_partner
ソニズレンタルスタジオ東高円寺店,〒166-0003 東京都杉並区高円寺南１丁目６?５ 高円寺サマリヤマンション 松屋の隣,,https://sonysdance.com/,,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.6980704,139.6586304,東京,中野駅,1075,中野駅,1,杉並区,高円寺,高円寺,area:高円寺|station:中野駅|feature:24h,
ATHLETE Studio,〒101-0044 東京都千代田区鍛冶町１丁目８?１ SRビル 3F,,https://www.athletestudio.org/,03-6413-7889,"2024-02-29 木曜日 8時00分～21時00分
2024-03-01 金曜日 8時00分～21時00分
2024-03-02 土曜日 8時00分～21時00分
2024-03-03 日曜日 8時00分～21時00分
2024-03-04 月曜日 8時00分～21時00分
2024-03-05 火曜日 8時00分～21時00分
2024-03-06 水曜日 8時00分～21時00分
",1,35.6907281,139.7723644,東京,秋葉原駅,900,秋葉原駅|東京駅,2,千代田区,秋葉原,秋葉原,area:秋葉原|station:秋葉原駅|station:東京駅|feature:24h,
AXISダンススクール,〒812-0879 福岡県福岡市博多区銀天町３丁目３?１２ シャインズビル,,https://axis-dance-fukuoka.net/,080-2725-6123,"2024-02-29 木曜日 18時30分～21時00分
2024-03-01 金曜日 定休日
2024-03-02 土曜日 13時00分～21時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 17時00分～21時00分
2024-03-05 火曜日 17時00分～21時00分
2024-03-06 水曜日 17時00分～21時00分
",1,33.546017,130.463493,東京,なし,,,0,その他,その他,その他,feature:24h,
Aya Ballet School,〒152-0035 東京都目黒区洗足２丁目６?１５ 洗足21 B１F,,https://www.aya-ballet-school.net/,080-3055-8737,"オーナーが女性と確認されたビジネス2024-02-29 木曜日 10時00分～22時00分
2024-03-01 金曜日 10時00分～22時00分
2024-03-02 土曜日 10時00分～22時00分
2024-03-03 日曜日 10時00分～22時00分
2024-03-04 月曜日 10時00分～22時00分
2024-03-05 火曜日 10時00分～22時00分
2024-03-06 水曜日 10時00分～22時00分
",1,35.6110787,139.6941188,東京,なし,,,0,目黒区,中目黒,中目黒,area:中目黒|feature:24h,
b-line dance studio,〒164-0012 東京都中野区本町３丁目３２?１５ クラウンズコートなかの 1階,,http://www.sbline.jp/,03-3373-8603,"2024-02-29 木曜日 12時00分～18時00分
2024-03-01 金曜日 12時00分～18時00分
2024-03-02 土曜日 12時00分～18時00分
2024-03-03 日曜日 12時00分～18時00分
2024-03-04 月曜日 定休日
2024-03-05 火曜日 定休日
2024-03-06 水曜日 定休日
",1,35.6975026,139.6745928,東京,なし,,,0,中野区,中野,中野,area:中野|feature:24h,
原宿ダンススタジオ SHIN RENTAL STUDIO,〒151-0051 東京都渋谷区千駄ケ谷３丁目６０?４ 地下1階,,https://harajuku-rentalstudio.com/,,"2024-02-29 木曜日 10時00分～22時00分
2024-03-01 金曜日 10時00分～22時00分
2024-03-02 土曜日 10時00分～22時00分
2024-03-03 日曜日 10時00分～22時00分
2024-03-04 月曜日 10時00分～22時00分
2024-03-05 火曜日 10時00分～22時00分
2024-03-06 水曜日 10時00分～22時00分
",1,35.6738793,139.7053725,東京,原宿駅,479,原宿駅|代々木駅|表参道駅,3,渋谷区,渋谷,渋谷|恵比寿|代官山|原宿,area:渋谷|station:原宿駅|station:代々木駅|station:表参道駅|feature:24h,
Ballet & Dance DUE,〒136-0071 東京都江東区亀戸７丁目４３?５ 小林ビル,,https://ballet-dance-uno.com/,090-5584-7922,"2024-02-29 木曜日 定休日
2024-03-01 金曜日 定休日
2024-03-02 土曜日 定休日
2024-03-03 日曜日 9時45分～11時45分
2024-03-04 月曜日 定休日
2024-03-05 火曜日 定休日
2024-03-06 水曜日 定休日
",1,35.6966775,139.8344533,東京,なし,,,0,江東区,豊洲,豊洲,area:豊洲|feature:24h,
Ballet & Dance TRE,〒130-0004 東京都墨田区本所３丁目７?９,,https://ballet-dance-uno.com/,090-6514-7233,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.70285,139.8046437,東京,押上駅,971,押上駅|錦糸町駅|蔵前駅,3,墨田区,錦糸町,錦糸町,area:錦糸町|station:押上駅|station:錦糸町駅|station:蔵前駅|feature:24h,
Ballet & Dance UNO,〒130-0012 東京都墨田区太平３丁目１９?５ 鈴木ビル 1階,,https://ballet-dance-uno.com/,090-5584-7922,"2024-02-29 木曜日 9時00分～23時00分
2024-03-01 金曜日 9時00分～23時00分
2024-03-02 土曜日 9時00分～23時00分
2024-03-03 日曜日 9時00分～23時00分
2024-03-04 月曜日 9時00分～23時00分
2024-03-05 火曜日 9時00分～23時00分
2024-03-06 水曜日 9時00分～23時00分
",1,35.7026519,139.813524,東京,錦糸町駅,664,錦糸町駅|押上駅,2,墨田区,錦糸町,錦糸町,area:錦糸町|station:錦糸町駅|station:押上駅|feature:24h,
"マイレッスン 新宿A,Bスタジオ",〒160-0022 東京都新宿区新宿１丁目１３?１２,,http://www.my-lesson.jp/,,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.688976,139.711741,東京,新宿駅,1059,新宿駅|代々木駅,2,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|station:新宿駅|station:代々木駅|feature:24h,
ラシーヌスタジオ,〒160-0005 東京都新宿区愛住町１６?１ ＡＮＮＥＸ倉石 2F,,https://racinestudio.com/,,"2024-02-29 木曜日 9時00分～22時00分
2024-03-01 金曜日 9時00分～22時00分
2024-03-02 土曜日 9時00分～22時00分
2024-03-03 日曜日 9時00分～22時00分
2024-03-04 月曜日 9時00分～22時00分
2024-03-05 火曜日 9時00分～22時00分
2024-03-06 水曜日 9時00分～22時00分
",1,35.6898807,139.7198008,東京,なし,,,0,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|feature:24h,
Ballet Studio M'z,〒107-0052 東京都港区赤坂７丁目９?７ 小林ビル 5F,,https://balletstudio-mz.com/,03-3583-2038,"2024-02-29 木曜日 11時00分～12時30分
2024-03-01 金曜日 11時00分～13時10分
2024-03-02 土曜日 定休日
2024-03-03 日曜日 11時00分～12時30分
2024-03-04 月曜日 15時30分～16時30分
2024-03-05 火曜日 11時00分～12時30分
2024-03-06 水曜日 11時00分～13時10分
",1,35.6696337,139.7328767,東京,赤坂駅,561,赤坂駅|六本木駅|青山一丁目駅,3,港区,六本木,六本木|赤坂|麻布|新橋,area:六本木|station:赤坂駅|station:六本木駅|station:青山一丁目駅|feature:24h,
渋谷店 レンタルダンススタジオ ＲＯＯＴＳ,〒150-0011 東京都渋谷区東１丁目２４?８ トキワマツ72ビル A号,,http://dancestudioroots.com/shibuya1/,,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.6548359,139.7080705,東京,渋谷駅,681,渋谷駅|恵比寿駅,2,渋谷区,渋谷,渋谷|恵比寿|代官山|原宿,area:渋谷|station:渋谷駅|station:恵比寿駅|feature:24h,
Be Rise Dance Studio,〒174-0056 東京都板橋区志村１丁目３２?３０ 山和建物 1階,,https://br-dance.com/,03-5918-9035,,1,35.775679,139.6915163,東京,なし,,,0,板橋区,成増,成増,area:成増,
Beat Box Dance Studio,〒151-0053 東京都渋谷区代々木１丁目４２?２,,http://www.beatbox-jp.com/,03-5388-6774,"2024-02-29 木曜日 17時00分～23時00分
2024-03-01 金曜日 17時00分～23時00分
2024-03-02 土曜日 13時00分～23時00分
2024-03-03 日曜日 13時00分～21時30分
2024-03-04 月曜日 17時00分～23時00分
2024-03-05 火曜日 17時00分～23時00分
2024-03-06 水曜日 17時00分～23時00分
",1,35.6827709,139.6994957,東京,代々木駅,232,代々木駅|新宿駅,2,渋谷区,渋谷,渋谷|恵比寿|代官山|原宿,area:渋谷|station:代々木駅|station:新宿駅|feature:24h,
中野 レンタルスタジオ オドリバ,〒164-0001 東京都中野区中野５丁目３２?６ 中野城西ビル B-7号室,,https://nakano-odoriba.com/,,"2024-02-29 木曜日 7時00分～22時00分
2024-03-01 金曜日 7時00分～22時00分
2024-03-02 土曜日 7時00分～22時00分
2024-03-03 日曜日 7時00分～22時00分
2024-03-04 月曜日 7時00分～22時00分
2024-03-05 火曜日 7時00分～22時00分
2024-03-06 水曜日 7時00分～22時00分
",1,35.7063226,139.6675152,東京,中野駅,163,中野駅,1,中野区,中野,中野,area:中野|station:中野駅|feature:24h,
ナ・ホク・オ・カヘアラニ フラ＆タヒチアン,〒107-0061 東京都港区北青山３丁目５?９ KAZU表参道 202号室,,https://nahokuokahealanijp.com/,,"オーナーが女性と確認されたビジネス2024-02-29 木曜日 10時00分～22時00分
2024-03-01 金曜日 10時00分～22時00分
2024-03-02 土曜日 10時00分～21時00分
2024-03-03 日曜日 10時00分～13時00分
2024-03-04 月曜日 10時00分～22時00分
2024-03-05 火曜日 10時00分～22時00分
2024-03-06 水曜日 10時00分～22時00分
",1,35.667179,139.7135364,東京,表参道駅,242,表参道駅|外苑前駅|原宿駅,3,港区,六本木,六本木|赤坂|麻布|新橋,area:六本木|station:表参道駅|station:外苑前駅|station:原宿駅|feature:24h,
BillionDance,〒542-0084 大阪府大阪市中央区宗右衛門町１?２７ ゴールドウッズミッテラビルB1F,,https://sites.google.com/view/billiondance/,080-6313-7665,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,34.6701884,135.5055597,東京,なし,,,0,中央区,銀座,銀座|日本橋|八丁堀|月島,area:銀座|feature:24h,
石原ダンスクラブ コモレ四谷店,〒160-0004 東京都新宿区四谷１丁目６?1 213,,http://ishiharadance.jp/,,,1,35.68784,139.7295479,東京,なし,,,0,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿,
BLM Dance School,〒196-0033 東京都昭島市１６ 東町1-16-11 4F,,http://www.blm-music.com/,042-521-3365,"2024-02-29 木曜日 10時00分～21時00分
2024-03-01 金曜日 10時00分～21時00分
2024-03-02 土曜日 11時00分～21時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 10時00分～21時00分
2024-03-05 火曜日 10時00分～21時00分
2024-03-06 水曜日 10時00分～21時00分
",1,35.7041535,139.3909662,東京,なし,,,0,東京都,東京,東京,area:東京|feature:24h,
BLOOMIN'新丸子店,〒211-0004 神奈川県川崎市中原区新丸子東１丁目７９４,,http://studio-bloomin.com/,044-948-5263,"LGBTQ フレンドリー2024-02-29 木曜日 9時30分～22時00分
2024-03-01 金曜日 9時30分～22時00分
2024-03-02 土曜日 9時30分～17時00分
2024-03-03 日曜日 9時30分～17時00分
2024-03-04 月曜日 9時30分～22時00分
2024-03-05 火曜日 9時30分～22時00分
2024-03-06 水曜日 20時00分～22時00分
",1,35.5803766,139.6643907,東京,なし,,,0,その他,その他,その他,feature:24h,
SHOJIN Show-Base Tokyo,〒169-0075 東京都新宿区高田馬場４丁目１１?10VORT Briller4F SHOJIN Show-Base Tokyo,,https://shojin-enter-labo.work/,,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.713354,139.7022211,東京,高田馬場駅,184,高田馬場駅,1,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|station:高田馬場駅|feature:24h,
BOX Performers Academy 池袋校,〒170-0013 東京都豊島区東池袋１丁目２２?５ サンケエビル 6F,,http://www.boxacademy.jp/,03-5957-5858,"2024-02-29 木曜日 10時00分～21時30分
2024-03-01 金曜日 13時00分～21時30分
2024-03-02 土曜日 11時30分～21時30分
2024-03-03 日曜日 10時00分～21時30分
2024-03-04 月曜日 11時30分～21時30分
2024-03-05 火曜日 10時00分～21時30分
2024-03-06 水曜日 13時00分～21時30分
",1,35.7295971,139.7154534,東京,池袋駅,464,池袋駅,1,豊島区,池袋,池袋|目白|大塚|巣鴨,area:池袋|station:池袋駅|feature:24h,
Brilliant Me Dance Studio 鹿浜校,〒123-0864 東京都足立区鹿浜７丁目１２?４,,http://brilliant-me.com/,03-3857-6111,"2024-02-29 木曜日 16時00分～21時00分
2024-03-01 金曜日 16時00分～21時00分
2024-03-02 土曜日 16時00分～21時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 17時00分～20時30分
2024-03-05 火曜日 16時00分～21時00分
2024-03-06 水曜日 16時00分～21時00分
",1,35.7833585,139.7641867,東京,なし,,,0,足立区,北千住,北千住,area:北千住|feature:24h,
ARTIST DANCE STUDIO,〒150-0036 東京都渋谷区南平台町１?９ 南平台宝来ビル B1,,https://artist-dance.jp/,,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.6557844,139.696861,東京,渋谷駅,499,渋谷駅,1,渋谷区,渋谷,渋谷|恵比寿|代官山|原宿,area:渋谷|station:渋谷駅|feature:24h,
BRONX RENTAL STUDIO,〒155-0031 東京都世田谷区北沢２丁目５?１０,,http://thebronx-dancestudio.com/,080-3081-8726,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.6608087,139.6690687,東京,下北沢駅,106,下北沢駅,1,世田谷区,下北沢,下北沢|三軒茶屋|二子玉川|自由が丘,area:下北沢|station:下北沢駅|feature:24h,
BT Dance Studio,〒444-0852 愛知県岡崎市南明大寺町４?１４,,http://www.btstudio.jp/,0564-51-5192,"オーナーが女性と確認されたビジネス2024-02-29 木曜日 16時30分～22時30分
2024-03-01 金曜日 17時00分～23時00分
2024-03-02 土曜日 12時30分～21時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 18時00分～22時00分
2024-03-05 火曜日 15時30分～23時00分
2024-03-06 水曜日 16時30分～23時00分
",1,34.9416412,137.1617623,東京,なし,,,0,その他,その他,その他,feature:24h,
BUZZ SHIBUYA店,〒150-0042 東京都渋谷区宇田川町４?１０ 宇田川町ビル B1～3F,,http://buzz-st.com/shibuya/,03-6907-2144,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.6626627,139.6977386,東京,渋谷駅,624,渋谷駅|原宿駅,2,渋谷区,渋谷,渋谷|恵比寿|代官山|原宿,area:渋谷|station:渋谷駅|station:原宿駅|feature:24h,
BUZZ レンタルスタジオ 池袋本店,〒171-0022 東京都豊島区南池袋１丁目２０?１ 横田ビル 3F,,https://buzz-st.com/ikebukuro4/,03-6907-2144,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1,35.7280174,139.7127983,東京,池袋駅,241,池袋駅,1,豊島区,池袋,池袋|目白|大塚|巣鴨,area:池袋|station:池袋駅|feature:24h,
C Production Dance Studio,〒170-0014 東京都豊島区池袋１丁目８?５ シーステージ池袋 5F,,https://www.c-production-dancestudio.com/,070-8984-0814,"2024-02-29 木曜日 12時00分～22時00分
2024-03-01 金曜日 12時00分～22時00分
2024-03-02 土曜日 12時00分～22時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 12時00分～22時00分
2024-03-05 火曜日 12時00分～22時00分
2024-03-06 水曜日 12時00分～22時00分
",1,35.7361242,139.7114738,東京,池袋駅,806,池袋駅,1,豊島区,池袋,池袋|目白|大塚|巣鴨,area:池袋|station:池袋駅|feature:24h,
Cadena Flamenca,〒151-0053 東京都渋谷区代々木１丁目４２?２,,https://cadenaflamenca.jp/,03-5304-3535,"2024-02-29 木曜日 定休日
2024-03-01 金曜日 10時30分～21時45分
2024-03-02 土曜日 10時30分～16時15分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 15時30分～20時30分
2024-03-05 火曜日 16時00分～21時00分
2024-03-06 水曜日 12時00分～22時00分
",1,35.6827729,139.6993391,東京,代々木駅,246,代々木駅|新宿駅,2,渋谷区,渋谷,渋谷|恵比寿|代官山|原宿,area:渋谷|station:代々木駅|station:新宿駅|feature:24h,
BUZZ レンタルスタジオ 高田馬場店,〒169-0075 東京都新宿区高田馬場４丁目１４?６ 地下1階 第二長谷川マンション,,https://buzz-st.com/takadanobaba/,,,1,35.7125229,139.7007701,東京,高田馬場駅,273,高田馬場駅,1,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|station:高田馬場駅,
