studio_title,address,website,phone,dslurl,is_partner,candidate_article_count,s_article_count,api_priority_score,api_target_reason,place_id,google_name,rating,review_count,google_address,match_confidence,api_status,query_used
レンタルスタジオALOALO,〒110-0016 東京都台東区台東４丁目３１-５ オリオンビル B1,https://upnow.jp/aloalostudio/%E3%83%AC%E3%83%B3%E3%82%BF%E3%83%AB%E3%82%B9%E3%82%BF%E3%82%B8%E3%82%AAaloalo,080-4818-5577,,0,6,5,130,S優先度記事×5|複数記事候補×6,ChIJq4jUEYqPGGARncRj9aiU11U,レンタルスタジオALOALO,5.0,1.0,〒110-0016 東京都台東区台東４丁目３１−５ オリオンビル B1,1.0,OK,レンタルスタジオALOALO 東京都台東区台東
秋葉原ブルーハス レンタルスタジオ,〒110-0006 東京都台東区秋葉原３-１０ 東京商会秋葉原ビルB1階,https://akihabara.inforent.jp/,03-5822-4050,,0,6,5,130,S優先度記事×5|複数記事候補×6,ChIJi43K6wKPGGARn2_l0sFecn0,秋葉原ブルーハス レンタルスタジオ,4.0,2.0,〒110-0006 東京都台東区秋葉原３−１０ 東京商会秋葉原ビルB1階,1.0,OK,秋葉原ブルーハス レンタルスタジオ 東京都台東区秋葉原３?１０ 東京商会秋葉原ビルB1階
FunnyTips（ファニーティップス）,〒101-0021 東京都千代田区外神田５丁目５-７ パンセ秋葉原 B1F,https://infofunnytips.wixsite.com/funnytips,03-6684-9954,,0,6,5,130,S優先度記事×5|複数記事候補×6,ChIJic3HKR6MGGARaMdPLHK5NOk,FunnyTips（ファニーティップス）,4.8,42.0,〒101-0021 東京都千代田区外神田５丁目５−７ パンセ秋葉原 B1F,1.0,OK,FunnyTips（ファニーティップス） 東京都千代田区外神田
シャノワールレンタルスタジオ,〒110-0005 東京都台東区上野３丁目１４-５ ヴェルコ黒門ビル 地下1階,https://chatnoir-studio.com/,050-3706-0720,,0,6,5,130,S優先度記事×5|複数記事候補×6,ChIJwcBMBzuPGGARgnyNIQN6DKw,シャノワールレンタルスタジオ,4.5,16.0,〒110-0005 東京都台東区上野３丁目１４−５ ヴェルコ黒門ビル 地下1階,1.0,OK,シャノワールレンタルスタジオ 東京都台東区上野
K'sLinkStudio御徒町,〒110-0005 東京都台東区上野３丁目１９-４ フロンティアサカイビル 1F,https://kslink.jp/?page_id=1557,03-4546-1610,,0,6,5,130,S優先度記事×5|複数記事候補×6,ChIJi1OLEyaPGGARjBPBQM__aPo,K'sLinkStudio御徒町,4.0,1.0,〒110-0005 東京都台東区上野３丁目１９−４ フロンティアサカイビル 1F,1.0,OK,K'sLinkStudio御徒町 東京都台東区上野
Rei Dance Collection 駅前校,〒150-0002 東京都渋谷区渋谷３丁目２８-７ 青ビル B1F,http://www.rei-dance.com/,03-6427-2719,,0,6,5,130,S優先度記事×5|複数記事候補×6,ChIJO-_Nh1aLGGARwLqUxvR0wFM,Rei Dance Collection 渋谷校,4.7,308.0,〒150-0042 東京都渋谷区宇田川町３４−５ 渋谷サイト―ビルⅢ B1F,0.905,OK,Rei Dance Collection 駅前校 東京都渋谷区渋谷
レンタルスタジオAivic大塚,東京都豊島区北大塚2-9-7 豊島電気会館B1,https://www.aivic.jp/wp/studio-otsuka/,,https://dance-studio-lab.com/room/MjU5YzI0ZTUtYzE1MC00ODhmLWI2Y2MtNTk5YTFmMWIwMzZi/detail,1,5,2,130,提携スタジオ|S優先度記事×2|複数記事候補×5|候補少記事に出現,ChIJ-d46QwCNGGARR8VBwDwR1VU,レンタルスタジオAivic大塚,5.0,1.0,〒170-0004 東京都豊島区北大塚２丁目９−７ 豊島電気会館ビル,1.0,OK,レンタルスタジオAivic大塚 東京都豊島区北大塚2-9-7 豊島電気会館B1
スタジオインディ 東京駅前店,〒104-0031 東京都中央区京橋１丁目４-１１ 竹本ビルディング ４階,https://studioindi.jp/access/tokyo?argument=UxWRQv9t&dmai=a5e0703f812c34,050-1709-0498,,0,7,4,130,S優先度記事×4|複数記事候補×7|候補少記事に出現,ChIJ_Y-2T92LGGARO0DCyy0N7qM,就活写真のスタジオインディ 東京駅前店,4.9,1417.0,〒104-0031 東京都中央区京橋１丁目４−１１ 竹本ビル ４階,0.839,OK,スタジオインディ 東京駅前店 東京都中央区京橋
日本橋バレエ＆ダンススタジオ Studio LULL,〒101-0047 東京都千代田区内神田２丁目８-３ 新東ビル 2階,https://coubic.com/studiolullnagi,080-9648-9027,,0,7,4,130,S優先度記事×4|複数記事候補×7|候補少記事に出現,ChIJRUPuCVaJGGARrOyPItUMkK8,studio RADA,4.5,10.0,〒103-0022 東京都中央区日本橋室町１丁目１−５,0.353,OK,日本橋バレエ＆ダンススタジオ Studio LULL 東京都千代田区内神田
ATHLETE Studio,〒101-0044 東京都千代田区鍛冶町１丁目８-１ SRビル 3F,https://www.athletestudio.org/,03-6413-7889,,0,6,4,125,S優先度記事×4|複数記事候補×6|候補少記事に出現,ChIJO5qIFvyNGGARKGkCGNWNc1I,ATHLETE Studio,5.0,1.0,〒101-0044 東京都千代田区鍛冶町１丁目８−１ SRビル 3F,1.0,OK,ATHLETE Studio 東京都千代田区鍛冶町
BUZZ竹ノ塚,〒121-0823 東京都足立区伊興３丁目１８-１９ ＮＹビル 3階,,,https://dance-studio-lab.com/room/Zjk4YThkNDItZDI4OC00MTRlLTg2NDgtYTgxZDUyYjgxMjQ2/detail,1,6,2,120,提携スタジオ|S優先度記事×2|複数記事候補×6,ChIJf4aLng-RGGARawyKUX2WJjo,BUZZ竹ノ塚,3.5,4.0,〒121-0823 東京都足立区伊興３丁目１８−１９ ＮＹビル 3階,1.0,OK,BUZZ竹ノ塚 東京都足立区伊興
レンタルスタジオAivic築地,東京都中央区築地2-10-9 HARVEY築地4階,,,https://dance-studio-lab.com/room/Y2UzMzcxZTMtNDhlNS00ODEwLWJlOGYtZjA1ZjM5Y2YxNjE0/detail,1,5,2,115,提携スタジオ|S優先度記事×2|複数記事候補×5,ChIJrdrPJwCJGGAR-EuDpSyEr9o,レンタルジム Aivic 築地,,,"HARVEY築地 5階, ２丁目-１０-9 築地 中央区 東京都 104-0045",0.857,OK,レンタルスタジオAivic築地 東京都中央区築地2-10-9 HARVEY築地4階
JOINT STUDO Harajuku,〒150-0001 東京都渋谷区神宮前４丁目２９-９ Ondenビル B1,https://joint-harajuku.com/,03-6455-5356,,0,7,4,115,S優先度記事×4|複数記事候補×7,ChIJ2Qjqh6OMGGARZ9XaSYgrKok,JOINT HARAJUKU Bar&Gallery,4.7,59.0,〒150-0001 東京都渋谷区神宮前４丁目２９−９ 2F,0.619,OK,JOINT STUDO Harajuku 東京都渋谷区神宮前
宮益坂十間スタジオ,〒150-0002 東京都渋谷区渋谷１丁目１０-７ Ⅲ B1 (受付・Bスタジオ)、北館5F(Aスタジオ 宮益坂Stビル,http://www.jikkenst.com/,03-6712-5853,,0,7,4,115,S優先度記事×4|複数記事候補×7,ChIJw4lClFiLGGARlw3GlpwTYdU,宮益坂十間スタジオ・ギャラリー,3.9,20.0,〒150-0002 東京都渋谷区渋谷１丁目１０−７ グローリア宮益坂III B1 受付・Bスタジオ)、北館5F(Aスタジオ,0.783,OK,宮益坂十間スタジオ 東京都渋谷区渋谷
レンタルスタジオAivic高田馬場,東京都新宿区高田馬場1-31-8 高田馬場ダイカンプラザ1007,,,https://dance-studio-lab.com/room/M2JhMTAxM2EtZmMxNi00ODUwLTllNjUtNWQ4OTY3NmE2MWZj/detail,1,5,2,115,提携スタジオ|S優先度記事×2|複数記事候補×5,ChIJ30yR5NiNGGARoQhyMj-JpYQ,レンタルスタジオ HIKARI 高田馬場,4.0,1.0,〒169-0075 東京都新宿区高田馬場４丁目４−１ M-haus B.L.D 3階,0.8,OK,レンタルスタジオAivic高田馬場 東京都新宿区高田馬場1-31-8 高田馬場ダイカンプラザ1007
CARDIO BARRE SHIBUYA (カーディオ・バー 渋谷店),〒150-0002 東京都渋谷区渋谷１丁目１４-１１ BCサロン 地下１階,https://cardio-barre.jp/lp/03/?utm_source=facebook&utm_medium=cpc&fbclid=IwAR3Kheu4QwOEsq_Vf6-cZeTgzJ1VLZ2eB-BkHUf42kUJQKr9BH3OyQwSaSg,03-5778-9860,,0,7,4,115,S優先度記事×4|複数記事候補×7,ChIJRUzsD8eLGGARfR8FT7WrT_M,CARDIO BARRE SHIBUYA (カーディオ・バー 渋谷店),4.6,26.0,〒150-0002 東京都渋谷区渋谷１丁目１４−１１ BCサロン 地下１階,1.0,OK,CARDIO BARRE SHIBUYA (カーディオ・バー 渋谷店) 東京都渋谷区渋谷
タヒチアンダンススタジオ ライマーラマ表参道,〒150-0001 東京都渋谷区神宮前５丁目１３-１４,https://raimarama.com/tahiti/terms/view/WPT00000008,03-3469-0672,,0,7,4,115,S優先度記事×4|複数記事候補×7,ChIJsXnZT6GMGGAR0uM7dZxo6GE,タヒチアンダンススタジオ ライマーラマ表参道,5.0,10.0,〒150-0001 東京都渋谷区神宮前５丁目１３−１４,1.0,OK,タヒチアンダンススタジオ ライマーラマ表参道 東京都渋谷区神宮前
BUZZ赤坂見附 ,東京都港区赤坂3-21-14TS 共和六番館地下1階,,,https://dance-studio-lab.com/room/NjYxZDU0NDMtOGEwNS00MDM3LTllNDktMzAyNTQ0MmVlMTE1/detail,1,5,2,115,提携スタジオ|S優先度記事×2|複数記事候補×5,ChIJVYWN_QmNGGAR9ZZTXuV5ck0,BUZZ赤坂見附,4.0,2.0,〒107-0052 東京都港区赤坂３丁目２１−２１ 14TS 共和六番館 地下1階,1.0,OK,BUZZ赤坂見附  東京都港区赤坂3-21-14TS 共和六番館地下1階
チェリッシュスタジオ11号館/12号館/13号館/14号館,東京都港区西麻布-2-21-22 WEST麻布2791ビル2階,https://cherish-studio.com/,,https://dance-studio-lab.com/room/ZmMxMTg1ZGQtMjUyZS00NjZlLWE3YzMtZjllNWM1N2JhNTdj/detail,1,5,2,115,提携スタジオ|S優先度記事×2|複数記事候補×5,ChIJT9aA3cqLGGARWLJ9gelXaKA,チェリッシュスタジオ11号館・12号館・13号館・14号館,3.8,8.0,〒106-0031 東京都港区西麻布２丁目２１−２２ ＷＥＳＴ麻布２７９１ 2階,0.945,OK,チェリッシュスタジオ11号館/12号館/13号館/14号館 東京都港区西麻布-2-21-22 WEST麻布2791ビル2階
赤レンガ・ライブスタジオStudioStyle+,〒169-0073 東京都新宿区百人町１丁目２４-８ 1F,https://studiostyle.jp/akarenga-live-studio,090-8306-7493,,0,6,4,110,S優先度記事×4|複数記事候補×6,ChIJVVWFFSmNGGAR6VldZoU81rE,赤レンガ・ライブスタジオStudioStyle+,5.0,1.0,〒169-0073 東京都新宿区百人町１丁目２４−８ 1F,1.0,OK,赤レンガ・ライブスタジオStudioStyle+ 東京都新宿区百人町
赤レンガ・バレエスタジオStudioStyle+,〒169-0073 東京都新宿区百人町１丁目２４-８ 3F,https://studiostyle.jp/akarenga-ballet-studio/,090-8306-7493,,0,6,4,110,S優先度記事×4|複数記事候補×6,ChIJzZkSFimNGGARJsosGYiheKU,赤レンガ・バレエスタジオStudioStyle+,3.5,2.0,〒169-0073 東京都新宿区百人町１丁目２４−８ 3F,1.0,OK,赤レンガ・バレエスタジオStudioStyle+ 東京都新宿区百人町
Dubway レンタルスタジオ小岩,東京都江戸川区北小岩1-3-4 102,,,https://dance-studio-lab.com/room/ZmU2YzI4MzYtZGY2ZC00YmZkLWI5MWItZDg0OTdkOTdmOGI5/detail,1,5,1,110,提携スタジオ|S優先度記事×1|複数記事候補×5|候補少記事に出現,ChIJSYQwCgSFGGARgpaDHPS-ams,Dubwayレンタルダンス小岩,5.0,1.0,〒133-0051 東京都江戸川区北小岩１丁目３−４ 102,0.839,OK,Dubway レンタルスタジオ小岩 東京都江戸川区北小岩1-3-4 102
レンタルダンススタジオ LANDstudio 新宿店,〒169-0073 東京都新宿区百人町１丁目２２-１９ 筒井ビル B1F,,,,0,6,4,110,S優先度記事×4|複数記事候補×6,ChIJDZNZgHuNGGARHwvYElpwQqo,StudioOnda大久保,5.0,3.0,〒169-0073 東京都新宿区百人町１丁目２３−２ 3F,0.324,OK,レンタルダンススタジオ LANDstudio 新宿店 東京都新宿区百人町
ロジスタイルB StudioStyle+,〒160-0023 東京都新宿区西新宿７丁目１５-１４ FONTAINE三須 1F,https://studiostyle.jp/roji-studio-b/,090-8306-7493,,0,6,4,110,S優先度記事×4|複数記事候補×6,ChIJ1cFU3ymNGGAR3-rIlIEC148,ROJIスタジオStudioStyle+,3.3,3.0,〒160-0023 東京都新宿区西新宿７丁目１５−１４,0.718,OK,ロジスタイルB StudioStyle+ 東京都新宿区西新宿
Studioonda大久保,〒169-0073 東京都新宿区百人町１丁目２３-２ 3F,https://studioonda.com/,080-4947-2985,,0,6,4,110,S優先度記事×4|複数記事候補×6,ChIJDZNZgHuNGGARHwvYElpwQqo,StudioOnda大久保,5.0,3.0,〒169-0073 東京都新宿区百人町１丁目２３−２ 3F,1.0,OK,Studioonda大久保 東京都新宿区百人町
レンタルスタジオAivic池袋東口1号店,東京都豊島区東池袋3-11-9 三島ビル501,,,https://dance-studio-lab.com/room/ZTU1MDVkNDQtZjUzNi00MWRiLWFhMDctZTk3YTg1YjRjNDUx/detail,1,4,2,110,提携スタジオ|S優先度記事×2|複数記事候補×4,ChIJg88zWgCNGGARNBf3YX7tGTk,レンタルスタジオAivic池袋東口2号店,5.0,1.0,〒170-0013 東京都豊島区東池袋２丁目５７−１ Kb東池袋II,0.95,OK,レンタルスタジオAivic池袋東口1号店 東京都豊島区東池袋3-11-9 三島ビル501
CARDIO BARRE SHINJUKU (カーディオ・バー 新宿店),〒160-0022 東京都新宿区新宿４丁目２-１６ パシフィックマークス新宿サウスゲート 2階,https://cardio-barre.jp/lp/03/?utm_source=facebook&utm_medium=cpc&fbclid=IwAR3Kheu4QwOEsq_Vf6-cZeTgzJ1VLZ2eB-BkHUf42kUJQKr9BH3OyQwSaSg,03-5361-6751,,0,6,4,110,S優先度記事×4|複数記事候補×6,ChIJcyHn8LbzGGARqB7CA3R_P-E,CARDIO BARRE SHINJUKU (カーディオ・バー 新宿店),4.6,19.0,〒160-0022 東京都新宿区新宿４丁目２−１６ パシフィックマークス新宿サウスゲート 2階,1.0,OK,CARDIO BARRE SHINJUKU (カーディオ・バー 新宿店) 東京都新宿区新宿
外苑前アイランドスタジオ,〒150-0001 東京都渋谷区神宮前３丁目１-２５ 神宮前Ikビル 2階,https://www.ai-land.co.jp/studio/?utm_source=mybusiness,03-5413-7077,,0,7,3,110,S優先度記事×3|複数記事候補×7|候補少記事に出現,ChIJAQBQ1piMGGARUpWq7JCGxJ8,外苑前アイランドスタジオ,4.0,34.0,〒150-0001 東京都渋谷区神宮前３丁目１−２５ 2階,1.0,OK,外苑前アイランドスタジオ 東京都渋谷区神宮前
ALOK DANCE DORAMA COMPANY,〒169-0073 東京都新宿区百人町１丁目１３-９,http://alokddc.wordpress.com/,03-5386-8192,,0,6,4,110,S優先度記事×4|複数記事候補×6,ChIJ_x3x4yiNGGARg5UaGhKL7Rw,ALOK DANCE DRAMA COMPANY,,,〒169-0073 東京都新宿区百人町１丁目１３−９,0.977,OK,ALOK DANCE DORAMA COMPANY 東京都新宿区百人町
ノアスタジオ代々木店,〒151-0051 東京都渋谷区千駄ケ谷４丁目２４-１９,https://www.noahstudio.jp/shop/yoyogi/,03-5413-3955,,0,6,4,110,S優先度記事×4|複数記事候補×6,ChIJfexmTceMGGARnOOEE8vdLYM,ノアスタジオ代々木店,4.0,39.0,〒151-0051 東京都渋谷区千駄ケ谷４丁目２４−１９,1.0,OK,ノアスタジオ代々木店 東京都渋谷区千駄ケ谷
メインスタジオStudio Style+,〒160-0023 東京都新宿区西新宿７丁目２２-３１,https://studiostyle.jp/main-studio/,090-8306-7493,,0,6,4,110,S優先度記事×4|複数記事候補×6,ChIJRXOFBvaNGGARACwfI84j1Gg,メインスタジオStudio Style+,,,〒160-0023 東京都新宿区西新宿７丁目２２−３１,1.0,OK,メインスタジオStudio Style+ 東京都新宿区西新宿
SOUTH MINT STUDIO 南青山,〒107-0062 東京都港区南青山２丁目２７-２０ B1F,https://southmint.jp/,03-6434-9311,,0,7,3,110,S優先度記事×3|複数記事候補×7|候補少記事に出現,ChIJxyCGQhmNGGARftkxLKPyNxU,SOUTH MINT STUDIO 南青山,4.8,4.0,〒107-0062 東京都港区南青山２丁目２７−２０ B1F,1.0,OK,SOUTH MINT STUDIO 南青山 東京都港区南青山
スタジオジパング大久保,〒169-0073 東京都新宿区百人町１丁目２３ みなみビル B1,https://studiozipang.com/okubo-standard/,,,0,6,4,110,S優先度記事×4|複数記事候補×6,ChIJR9ACT5eNGGAR2wCR9GBv19U,スタジオジパング大久保,,,〒169-0073 東京都新宿区百人町１丁目２３−２３ みなみビル B1,1.0,OK,スタジオジパング大久保 東京都新宿区百人町
スタジオスタイルプラス窓口StudioStyle+,〒160-0023 東京都新宿区西新宿７丁目２２-３１ 1F,https://studiostyle.jp/,090-8306-7493,,0,6,4,110,S優先度記事×4|複数記事候補×6,ChIJQdWMvK6NGGARXoaRiNAvvkE,スタジオスタイルプラス窓口StudioStyle+,,,〒160-0023 東京都新宿区西新宿７丁目２２−３１ 1F,1.0,OK,スタジオスタイルプラス窓口StudioStyle+ 東京都新宿区西新宿
東京バレエ劇場,〒169-0073 東京都新宿区百人町１丁目１６-４,http://tokyo-ballet.com/,03-3361-0958,,0,6,4,110,S優先度記事×4|複数記事候補×6,ChIJN89uKRqNGGARFvYVRjT0_aE,東京バレエ劇場,4.0,2.0,〒169-0073 東京都新宿区百人町１丁目１６−４,1.0,OK,東京バレエ劇場 東京都新宿区百人町
ノートルスタジオ,〒107-0062 東京都港区南青山３丁目５-１ O&K 南青山,http://notre-studio.com/,03-6721-0035,,0,7,3,110,S優先度記事×3|複数記事候補×7|候補少記事に出現,ChIJ_dqo4p2MGGARKdHYIwdfy1k,ノートルスタジオ,3.9,8.0,〒107-0062 東京都港区南青山３丁目５−１ O&K 南青山,1.0,OK,ノートルスタジオ 東京都港区南青山
ノアスタジオ 新宿２号店,〒160-0023 東京都新宿区西新宿７丁目１０-１２,https://www.noahstudio.jp/shop/shinjuku2/,03-5332-8366,,0,6,4,110,S優先度記事×4|複数記事候補×6,ChIJq4-lZfeNGGAR9DDI5r96QH0,ノアスタジオ 新宿２号店,4.1,8.0,〒160-0023 東京都新宿区西新宿７丁目１０−１２,1.0,OK,ノアスタジオ 新宿２号店 東京都新宿区西新宿
studio worcle shinjuku,〒160-0023 東京都新宿区西新宿７丁目１６-７ 第２１フジビル,https://www.studioworcle.com/shinjuku/,03-3361-0123,,0,6,4,110,S優先度記事×4|複数記事候補×6,ChIJP-2fvgKNGGARNc1PcdJyHMg,studio worcle shinjuku,3.7,30.0,〒160-0023 東京都新宿区西新宿７丁目１６−７ 第２１フジビル,1.0,OK,studio worcle shinjuku 東京都新宿区西新宿
赤レンガ・プレイスタジオStudioStyle+,〒169-0073 東京都新宿区百人町１丁目２４-８ 3F,https://studiostyle.jp/akarenga-play-studio,090-8306-7493,,0,6,4,110,S優先度記事×4|複数記事候補×6,ChIJVVWFFSmNGGAR6VldZoU81rE,赤レンガ・ライブスタジオStudioStyle+,5.0,1.0,〒169-0073 東京都新宿区百人町１丁目２４−８ 1F,0.913,OK,赤レンガ・プレイスタジオStudioStyle+ 東京都新宿区百人町
ソニズレンタルスタジオ新宿店,〒160-0023 東京都新宿区西新宿７丁目２２-３１ 柏木 MURA B1F,https://sonysdance.com/,,,0,6,4,110,S優先度記事×4|複数記事候補×6,ChIJdQQ9gimNGGAR098g-EhKpjE,ソニズダンススタジオ新宿店,4.7,3.0,〒160-0023 東京都新宿区西新宿７丁目２２−３１ 柏木 MURA B1F,0.815,OK,ソニズレンタルスタジオ新宿店 東京都新宿区西新宿
BUZZ レンタルスタジオ新宿4丁目店,〒160-0022 東京都新宿区新宿４丁目２-２１ 相模ビル B1F,,,,0,6,4,110,S優先度記事×4|複数記事候補×6,ChIJa4diAY2NGGARk0Jf77DxZHU,BUZZ新宿4丁目,3.5,10.0,〒160-0022 東京都新宿区新宿４丁目２−２１ 相模ビル B1F,0.667,OK,BUZZ レンタルスタジオ新宿4丁目店 東京都新宿区新宿
ノアスタジオ 新宿１号店,〒160-0023 東京都新宿区西新宿１丁目３-１４,https://www.noahstudio.jp/shop/shinjuku/,03-5909-0331,,0,6,4,110,S優先度記事×4|複数記事候補×6,ChIJEZGmV9aMGGARGzRgLKl6a4g,ノアスタジオ 新宿１号店,4.0,205.0,〒160-0023 東京都新宿区西新宿１丁目３−１４ 新宿プラザ ３階,1.0,OK,ノアスタジオ 新宿１号店 東京都新宿区西新宿
レンタルスタジオAivic池袋東口2号店,東京都豊島区東池袋2-57-1 K/B東池袋Ⅱ 5F,,,https://dance-studio-lab.com/room/ZTVmNmYwZGYtZTExNy00YTlkLTk4MDktODhhMWE2ZTYyNmNj/detail,1,4,2,110,提携スタジオ|S優先度記事×2|複数記事候補×4,ChIJg88zWgCNGGARNBf3YX7tGTk,レンタルスタジオAivic池袋東口2号店,5.0,1.0,〒170-0013 東京都豊島区東池袋２丁目５７−１ Kb東池袋II,1.0,OK,レンタルスタジオAivic池袋東口2号店 東京都豊島区東池袋2-57-1 K/B東池袋Ⅱ 5F
新宿マイスタジオ,〒160-0023 東京都新宿区西新宿７丁目９-１７ ６F・５F・４F 伊藤ビル,http://shinjukustudio.jp/,03-3364-6820,,0,6,4,110,S優先度記事×4|複数記事候補×6,ChIJi20DOtaMGGARW9hvY9D-Ecc,新宿マイスタジオ,4.0,31.0,〒160-0023 東京都新宿区西新宿７丁目９−１７ ６F・５F・４F,1.0,OK,新宿マイスタジオ 東京都新宿区西新宿
