article_title,article_type,article_priority,rank,studio_title,address,is_partner,dslurl,primary_station,distance_to_primary_station_m,selection_score,selection_reason
国分寺のレンタルダンススタジオおすすめ,エリア,B,5,Studio EFU（スタジオ エフ）,〒185-0012 東京都国分寺市本町２丁目２-１１ 鳥越ビル Ｂ１,0,,国分寺駅,124.0,23,駅近500m以内 | 複数記事候補 | primary_area=国分寺
国分寺のレンタルダンススタジオおすすめ,エリア,B,6,Tap Dance Company Freiheit,〒185-0011 東京都国分寺市本多１丁目１-２０ Cross Stair B,0,,国分寺駅,413.0,23,駅近500m以内 | 複数記事候補 | primary_area=国分寺
国分寺のレンタルダンススタジオおすすめ,エリア,B,7,宮地楽器 国分寺センター,〒185-0021 東京都国分寺市南町３丁目１２-２ 国分寺宮地ビル,0,,国分寺駅,316.0,23,駅近500m以内 | 複数記事候補 | primary_area=国分寺
国分寺のレンタルダンススタジオおすすめ,エリア,B,8,Studio Landin' 国分寺校,〒185-0021 東京都国分寺市南町３丁目２２-３１ 島崎ビルB1F,0,,国分寺駅,254.0,19,駅近500m以内 | 複数記事候補 | primary_area=国分寺
国分寺のレンタルダンススタジオおすすめ,エリア,B,9,スタジオ ノバック,〒185-0021 東京都国分寺市南町２丁目１７-７ B.C.B TAKURA 3F,0,,国分寺駅,235.0,19,駅近500m以内 | 複数記事候補 | primary_area=国分寺
国分寺のレンタルダンススタジオおすすめ,エリア,B,10,スタジオＰＯＰ,〒185-0022 東京都国分寺市東元町２丁目２０-１１ アーバンコア,0,,国分寺駅,451.0,19,駅近500m以内 | 複数記事候補 | primary_area=国分寺
国分寺のレンタルダンススタジオおすすめ,エリア,B,11,スタジオベルゼ-Studio Verger-,〒185-0021 東京都国分寺市南町２丁目１３-５ 地下1F ベルゼ国分寺,0,,国分寺駅,318.0,19,駅近500m以内 | 複数記事候補 | primary_area=国分寺
多摩センターのレンタルダンススタジオおすすめ,エリア,B,1,キッズダンススタジオstudioCROSS（スタジオクロス）聖蹟桜ヶ丘クラス 多摩市 多摩カルチャーセンター,〒206-0011 東京都多摩市関戸４丁目73-１ よこくらビル 3階,0,,聖蹟桜ヶ丘駅,186.0,23,駅近500m以内 | 複数記事候補 | primary_area=多摩センター
多摩センターのレンタルダンススタジオおすすめ,エリア,B,2,スタジオ in フットサルステージ（多摩センター）,〒206-0033 東京都多摩市落合１丁目４７ ニューシティ多摩センタービル ８F,0,,小田急多摩センター駅,380.0,21,駅近500m以内 | 複数記事候補 | primary_area=多摩センター
多摩センターのレンタルダンススタジオおすすめ,エリア,B,3,CurioSpace多摩センター,〒206-0042 東京都多摩市山王下１丁目13-１２ パールプラザ 204号,0,,京王多摩センター駅,407.0,21,駅近500m以内 | 複数記事候補 | primary_area=多摩センター
多摩センターのレンタルダンススタジオおすすめ,エリア,B,4,Ballet Fl?gel バレエフリューゲル,〒206-0011 東京都多摩市関戸４丁目７３ ヴィータアネックスよこくらビル 3階,0,,聖蹟桜ヶ丘駅,181.0,19,駅近500m以内 | 複数記事候補 | primary_area=多摩センター
多摩センターのレンタルダンススタジオおすすめ,エリア,B,5,レンタルホールフレンド永山,〒206-0024 東京都多摩市諏訪２丁目１２-１２ アクロスビル 2階,0,,小田急永山駅,133.0,17,駅近500m以内 | 複数記事候補 | primary_area=多摩センター
多摩センターのレンタルダンススタジオおすすめ,エリア,B,6,ダンスレンタルスタジオ プラーナ,〒206-0011 東京都多摩市関戸２丁目３２-５ カネシロビルB1,0,,聖蹟桜ヶ丘駅,552.0,14,駅近1000m以内 | 複数記事候補 | primary_area=多摩センター
多摩センターのレンタルダンススタジオおすすめ,エリア,B,7,K DANCE STUDIO 1024,〒206-0002 東京都多摩市一ノ宮１丁目２５-２ ガーデンヒルズ聖蹟桜ヶ丘 1F,0,,聖蹟桜ヶ丘駅,614.0,14,駅近1000m以内 | 複数記事候補 | primary_area=多摩センター
多摩センターのレンタルダンススタジオおすすめ,エリア,B,8,Clover 26,〒206-0033 東京都多摩市落合２丁目３３ 2階,0,,小田急多摩センター駅,566.0,12,駅近1000m以内 | 複数記事候補 | primary_area=多摩センター
多摩センターのレンタルダンススタジオおすすめ,エリア,B,9,バレエアトリエ クレール,〒206-0034 東京都多摩市 鶴牧3-4 1C,0,,唐木田駅,746.0,12,駅近1000m以内 | 複数記事候補 | primary_area=多摩センター
小平のレンタルダンススタジオおすすめ,エリア,B,1,レンタルスタジオ/ステップ東村山１号店,〒189-0013 東京都東村山市栄町１丁目３-３２ ビュー久米川 201号室,0,,久米川駅,123.0,23,駅近500m以内 | 複数記事候補 | tag/station:小平
小平のレンタルダンススタジオおすすめ,エリア,B,2,レンタルスタジオ/ステップ東村山２号店,〒189-0013 東京都東村山市栄町１丁目10-２３,0,,久米川駅,299.0,23,駅近500m以内 | 複数記事候補 | tag/station:小平
小平のレンタルダンススタジオおすすめ,エリア,B,3,ファーストクラブ,〒187-0043 東京都小平市学園東町１丁目７-４１-４,0,,一橋学園駅,242.0,21,駅近500m以内 | 複数記事候補 | primary_area=小平
小平のレンタルダンススタジオおすすめ,エリア,B,4,学園坂スタジオ,〒187-0043 東京都小平市学園東町７-７ 1-7-41 ナカムラ ビル 3F,0,,一橋学園駅,239.0,21,駅近500m以内 | 複数記事候補 | primary_area=小平
小平のレンタルダンススタジオおすすめ,エリア,B,5,かよバレエスタジオ,〒187-0002 東京都小平市花小金井１丁目１２-７,0,,花小金井駅,150.0,21,駅近500m以内 | 複数記事候補 | primary_area=小平
小平のレンタルダンススタジオおすすめ,エリア,B,6,カルチャースタジオ花,〒187-0003 東京都小平市花小金井南町１丁目１４-２４,0,,花小金井駅,361.0,17,駅近500m以内 | 複数記事候補 | primary_area=小平
小平のレンタルダンススタジオおすすめ,エリア,B,7,鏡陽司ダンススタジオ,〒187-0035 東京都小平市小川西町３丁目１９-１ ハイム?Ⅱビル １F,0,,小川駅,299.0,17,駅近500m以内 | 複数記事候補 | primary_area=小平
小平のレンタルダンススタジオおすすめ,エリア,B,8,STUDIO CHACHA,〒187-0035 東京都小平市小川西町４丁目１４-２２,0,,小川駅,133.0,17,駅近500m以内 | 複数記事候補 | primary_area=小平
小平のレンタルダンススタジオおすすめ,エリア,B,9,"学園坂スタジオ（E,Fスタジオ）",〒187-0045 東京都小平市学園西町２丁目１４-２０,0,,一橋学園駅,175.0,17,駅近500m以内 | 複数記事候補 | primary_area=小平
小平のレンタルダンススタジオおすすめ,エリア,B,10,レンタルスタジオ・Ｆ,〒187-0032 東京都小平市小川町１丁目８３８,0,,鷹の台駅,1115.0,0,primary_area=小平
府中のレンタルダンススタジオおすすめ,エリア,B,1,STUDIO ENOCH,〒183-0014 東京都府中市是政５丁目6-6 104,0,,是政駅,40.0,21,駅近500m以内 | 複数記事候補 | primary_area=府中
府中のレンタルダンススタジオおすすめ,エリア,B,2,ダンススタジオ ユー,〒183-0015 東京都府中市清水が丘１丁目１-３,0,,東府中駅,77.0,17,駅近500m以内 | 複数記事候補 | primary_area=府中
府中のレンタルダンススタジオおすすめ,エリア,B,3,ジムスタジオ IT'S MY TIME府中駅前店,〒183-0023 東京都府中市宮町１丁目23-３ 関口ビル 1階,0,,府中駅,505.0,14,駅近1000m以内 | 複数記事候補 | primary_area=府中
府中のレンタルダンススタジオおすすめ,エリア,B,4,Amiバレエダンスアーツ,〒183-0055 東京都府中市府中町２丁目２２-８,0,,府中駅,1042.0,0,primary_area=府中
府中のレンタルダンススタジオおすすめ,エリア,B,5,Amiバレエアート,"晴見町1-2-1 スミレビル2階, 府中市 東京都 183-0057",0,,府中駅,1078.0,0,primary_area=府中
新小岩のレンタルダンススタジオおすすめ,エリア,B,1,Studio Sun-Sea,〒124-0006 東京都葛飾区堀切４丁目１１-２ 堀学ビル 302号室,0,,堀切菖蒲園駅,89.0,23,駅近500m以内 | 複数記事候補 | primary_area=新小岩
新小岩のレンタルダンススタジオおすすめ,エリア,B,2,金町 レンタルスタジオ ダンスロッヂ,〒125-0042 東京都葛飾区金町６丁目１２-１３ セザール金町マンション １０１,0,,京成金町駅,350.0,21,駅近500m以内 | 複数記事候補 | primary_area=新小岩
新小岩のレンタルダンススタジオおすすめ,エリア,B,3,金町カフェレンタルスタジオ,〒125-0041 東京都葛飾区東金町１丁目３８-４ ニュー金町ビル ４F,0,,金町駅,175.0,21,駅近500m以内 | 複数記事候補 | primary_area=新小岩
新小岩のレンタルダンススタジオおすすめ,エリア,B,4,貸スペース 東京レンタルスタジオ,〒125-0061 東京都葛飾区亀有３丁目１３-２ 亀有鞠子ビル4階,0,,亀有駅,380.0,21,駅近500m以内 | 複数記事候補 | primary_area=新小岩
新小岩のレンタルダンススタジオおすすめ,エリア,B,5,Studio GENIE,〒124-0012 東京都葛飾区立石６丁目１-６,0,,京成立石駅,469.0,21,駅近500m以内 | 複数記事候補 | primary_area=新小岩
新小岩のレンタルダンススタジオおすすめ,エリア,B,6,スタジオリリオ＆カフェ,〒125-0061 東京都葛飾区２９ 亀有3-29-1リリオ弐番館B1,0,,亀有駅,142.0,21,駅近500m以内 | 複数記事候補 | primary_area=新小岩
新小岩のレンタルダンススタジオおすすめ,エリア,B,7,ダンスプレイスフェリーチェ (dance place FELICE),〒125-0041 東京都葛飾区東金町１丁目４２-１０ 東金町ビル ５階,0,,金町駅,110.0,21,駅近500m以内 | 複数記事候補 | primary_area=新小岩
新小岩のレンタルダンススタジオおすすめ,エリア,B,8,HIRAYAMA studio立石,〒124-0012 東京都葛飾区立石１丁目２２-７,0,,京成立石駅,96.0,17,駅近500m以内 | 複数記事候補 | primary_area=新小岩
新小岩のレンタルダンススタジオおすすめ,エリア,B,9,STUDIOフェーム,〒124-0024 東京都葛飾区新小岩１丁目４２-４ 明治屋ビル,0,,新小岩駅,154.0,17,駅近500m以内 | 複数記事候補 | primary_area=新小岩
新小岩のレンタルダンススタジオおすすめ,エリア,B,10,スマイルスタジオTAKANO,〒124-0011 東京都葛飾区四つ木１丁目４７-１５,0,,四ツ木駅,627.0,8,駅近1000m以内 | primary_area=新小岩
日暮里のレンタルダンススタジオおすすめ,エリア,B,1,日暮里リーダンススタジオ,東京都荒川区西日暮里2-29-6秋山ビル301,1,https://dance-studio-lab.com/room/MjAxNTcyNmItYmQ2Ny00MmEzLWIyNjktODFkZmYxNGJiOTVh/detail,日暮里駅,232.0,123,提携 | 駅近500m以内 | 複数記事候補 | primary_area=日暮里
日暮里のレンタルダンススタジオおすすめ,エリア,B,2,スタジオアンダンティーノ,〒114-0014 東京都北区田端５丁目１-１２,0,,田端駅,152.0,23,駅近500m以内 | 複数記事候補 | tag/station:日暮里
日暮里のレンタルダンススタジオおすすめ,エリア,B,3,スタジオWITHテライダンスカンパニー,〒116-0014 東京都荒川区東日暮里６丁目４５-３ ハイウエストビル3F ハイウエストビル,0,,日暮里駅,426.0,23,駅近500m以内 | 複数記事候補 | primary_area=日暮里
日暮里のレンタルダンススタジオおすすめ,エリア,B,4,KAJIWARA BALLET WORKS,〒116-0011 東京都荒川区西尾久５丁目２４-１０,0,,荒川遊園地前駅,161.0,21,駅近500m以内 | 複数記事候補 | primary_area=日暮里
日暮里のレンタルダンススタジオおすすめ,エリア,B,5,BUZZ レンタルスタジオ 日暮里店,〒116-0014 東京都荒川区東日暮里６丁目６０-９ 日暮里駅前ビル B1F,0,,日暮里駅,151.0,19,駅近500m以内 | 複数記事候補 | primary_area=日暮里
日暮里のレンタルダンススタジオおすすめ,エリア,B,6,BUZZ レンタルスタジオ 上野店,〒110-0003 東京都台東区根岸３丁目６-３ 小林ビル 地下1階,0,,上野駅,975.0,18,駅近1000m以内 | 複数記事候補 | tag/station:日暮里
日暮里のレンタルダンススタジオおすすめ,エリア,B,7,ミライスタジオ上野,〒110-0003 東京都台東区根岸１丁目５-１３,0,,日暮里駅,943.0,18,駅近1000m以内 | 複数記事候補 | tag/station:日暮里
日暮里のレンタルダンススタジオおすすめ,エリア,B,8,LIBRA SQUARE 三ノ輪スタジオ,〒116-0003 東京都荒川区南千住１丁目１５-４,0,,三ノ輪駅,307.0,17,駅近500m以内 | 複数記事候補 | primary_area=日暮里
日暮里のレンタルダンススタジオおすすめ,エリア,B,9,あおちゃんダンスコミュニケーション サルサダンス ブラジルダンス 認知症予防ダンス,〒110-0003 東京都台東区根岸２丁目１２-１１,0,,日暮里駅,726.0,16,駅近1000m以内 | 複数記事候補 | tag/station:日暮里
日暮里のレンタルダンススタジオおすすめ,エリア,B,10,スタジオよもだB館,〒110-0003 東京都台東区根岸２丁目１７-１,0,,日暮里駅,744.0,16,駅近1000m以内 | 複数記事候補 | tag/station:日暮里
日暮里のレンタルダンススタジオおすすめ,エリア,B,11,スタジオＲ,〒110-0001 東京都台東区谷中２丁目８-１２,0,,日暮里駅,757.0,16,駅近1000m以内 | 複数記事候補 | tag/station:日暮里
日暮里のレンタルダンススタジオおすすめ,エリア,B,12,スタジオよもだ A館,〒110-0003 東京都台東区１２ 根岸2丁目12-11 スタジオよもだ,0,,日暮里駅,722.0,16,駅近1000m以内 | 複数記事候補 | tag/station:日暮里
日暮里のレンタルダンススタジオおすすめ,エリア,B,13,BUZZ レンタルスタジオ 西日暮里店,〒116-0013 東京都荒川区西日暮里５丁目２４-２ Ｋ．Ｉビル 地下1階,0,,日暮里駅,595.0,14,駅近1000m以内 | 複数記事候補 | primary_area=日暮里
日暮里のレンタルダンススタジオおすすめ,エリア,B,14,I.G.Oスタジオ,"4F, ３丁目-５-１ 西日暮里 荒川区 東京都 116-0013",0,,日暮里駅,619.0,14,駅近1000m以内 | 複数記事候補 | primary_area=日暮里
日暮里のレンタルダンススタジオおすすめ,エリア,B,15,スタジオHIKARI 上野,〒110-0003 東京都台東区根岸１丁目１-１５ ルンビニフードカフェ鶯谷店 4階,0,,上野駅,822.0,14,駅近1000m以内 | 複数記事候補 | tag/station:日暮里
立川のレンタルダンススタジオおすすめ,エリア,B,1,U210 【立川レンタルダンススタジオ】,〒190-0022 東京都立川市錦町２丁目２-２８ ＹＳ立川第二ビル １階,0,,立川駅,406.0,23,駅近500m以内 | 複数記事候補 | primary_area=立川
